MGnify_accession	Genome	Species_rep	Lineage	Domain	Phylum	Class	Order	Family	Genus	Species
MGYG-HGUT-00964	GUT_GENOME056730	GUT_GENOME056730	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A salanitronis	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	s__Bacteroides_A salanitronis
MGYG-HGUT-00965	GUT_GENOME056772	GUT_GENOME056772	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__PeH17	s__
MGYG-HGUT-00966	GUT_GENOME057155	GUT_GENOME057155	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__
MGYG-HGUT-00967	GUT_GENOME057471	GUT_GENOME057471	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__	s__
MGYG-HGUT-00968	GUT_GENOME057672	GUT_GENOME057672	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A seminalis	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella_A	s__Veillonella_A seminalis
MGYG-HGUT-00969	GUT_GENOME057686	GUT_GENOME057686	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__
MGYG-HGUT-00970	GUT_GENOME057820	GUT_GENOME057820	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-552;g__;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__4C28d-15	f__CAG-552	g__	s__
MGYG-HGUT-00971	GUT_GENOME057822	GUT_GENOME057822	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__	s__
MGYG-HGUT-00972	GUT_GENOME057827	GUT_GENOME057827	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__	s__
MGYG-HGUT-00973	GUT_GENOME057850	GUT_GENOME057850	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__CAG-312	g__	s__
MGYG-HGUT-00974	GUT_GENOME057980	GUT_GENOME057980	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4855;s__	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__UBA4855	s__
MGYG-HGUT-00975	GUT_GENOME058044	GUT_GENOME058044	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4855;s__	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__UBA4855	s__
MGYG-HGUT-00976	GUT_GENOME058138	GUT_GENOME058138	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-492	s__
MGYG-HGUT-00977	GUT_GENOME058212	GUT_GENOME058212	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
MGYG-HGUT-00978	GUT_GENOME058339	GUT_GENOME058339	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_D	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_D
MGYG-HGUT-00979	GUT_GENOME058365	GUT_GENOME058365	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-00980	GUT_GENOME058829	GUT_GENOME058829	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000435475	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427 sp000435475
MGYG-HGUT-00981	GUT_GENOME059153	GUT_GENOME059153	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-00982	GUT_GENOME059442	GUT_GENOME059442	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-354	s__
MGYG-HGUT-00983	GUT_GENOME059449	GUT_GENOME059449	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__
MGYG-HGUT-00984	GUT_GENOME060023	GUT_GENOME060023	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-00985	GUT_GENOME060258	GUT_GENOME060258	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-00986	GUT_GENOME060447	GUT_GENOME060447	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella aerofaciens_F
MGYG-HGUT-00987	GUT_GENOME060514	GUT_GENOME060514	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea	s__
MGYG-HGUT-00988	GUT_GENOME060651	GUT_GENOME060651	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__
MGYG-HGUT-00989	GUT_GENOME061051	GUT_GENOME061051	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Niameybacter;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Niameybacter	s__
MGYG-HGUT-00990	GUT_GENOME061059	GUT_GENOME061059	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__
MGYG-HGUT-00991	GUT_GENOME061534	GUT_GENOME061534	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__
MGYG-HGUT-00992	GUT_GENOME061877	GUT_GENOME061877	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__
MGYG-HGUT-00993	GUT_GENOME062339	GUT_GENOME062339	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D	s__
MGYG-HGUT-00994	GUT_GENOME062382	GUT_GENOME062382	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__
MGYG-HGUT-00995	GUT_GENOME062400	GUT_GENOME062400	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-00996	GUT_GENOME062469	GUT_GENOME062469	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-00997	GUT_GENOME063091	GUT_GENOME063091	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__
MGYG-HGUT-00998	GUT_GENOME063140	GUT_GENOME063140	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__TM7x	s__
MGYG-HGUT-00999	GUT_GENOME063431	GUT_GENOME063431	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAMX01;g__QAMX01;s__QAMX01 sp003149835	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__QAMX01	g__QAMX01	s__QAMX01 sp003149835
MGYG-HGUT-01000	GUT_GENOME063562	GUT_GENOME063562	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__UBA4716;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Monoglobales	f__UBA1381	g__UBA4716	s__
MGYG-HGUT-01001	GUT_GENOME063926	GUT_GENOME063926	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
MGYG-HGUT-01002	GUT_GENOME064269	GUT_GENOME064269	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella aerofaciens_F
MGYG-HGUT-01003	GUT_GENOME064466	GUT_GENOME064466	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-01004	GUT_GENOME064659	GUT_GENOME064659	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-56	s__
MGYG-HGUT-01005	GUT_GENOME065321	GUT_GENOME065321	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Tyzzerella	s__
MGYG-HGUT-01006	GUT_GENOME065370	GUT_GENOME065370	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000278725	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp000278725
MGYG-HGUT-01007	GUT_GENOME065434	GUT_GENOME065434	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Intestinibacter	s__
MGYG-HGUT-01008	GUT_GENOME065504	GUT_GENOME065504	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absiella	s__
MGYG-HGUT-01009	GUT_GENOME065576	GUT_GENOME065576	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-01010	GUT_GENOME065630	GUT_GENOME065630	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__
MGYG-HGUT-01011	GUT_GENOME065650	GUT_GENOME065650	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Helcococcaceae	g__Anaerococcus	s__
MGYG-HGUT-01012	GUT_GENOME065655	GUT_GENOME065655	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__
MGYG-HGUT-01013	GUT_GENOME065657	GUT_GENOME065657	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Ezakiellaceae;g__Ezakiella;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Ezakiellaceae	g__Ezakiella	s__
MGYG-HGUT-01014	GUT_GENOME065713	GUT_GENOME065713	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Urmitella;s__Urmitella timonensis	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Urmitella	s__Urmitella timonensis
MGYG-HGUT-01015	GUT_GENOME065762	GUT_GENOME065762	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__
MGYG-HGUT-01016	GUT_GENOME065882	GUT_GENOME065882	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1255;g__;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__UBA1212	f__UBA1255	g__	s__
MGYG-HGUT-01017	GUT_GENOME066135	GUT_GENOME066135	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus garvieae_B	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus garvieae_B
MGYG-HGUT-01018	GUT_GENOME066225	GUT_GENOME066225	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__
MGYG-HGUT-01019	GUT_GENOME066317	GUT_GENOME066317	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-01020	GUT_GENOME066321	GUT_GENOME066321	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA7702;f__UBA7702;g__UBA7702;s__	d__Bacteria	p__Firmicutes_B	c__Dehalobacteriia	o__UBA7702	f__UBA7702	g__UBA7702	s__
MGYG-HGUT-01021	GUT_GENOME066545	GUT_GENOME066545	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000980705
MGYG-HGUT-01022	GUT_GENOME066568	GUT_GENOME066568	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-01023	GUT_GENOME066597	GUT_GENOME066597	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__;s__	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__Peptococcales	f__Peptococcaceae	g__	s__
MGYG-HGUT-01024	GUT_GENOME066712	GUT_GENOME066712	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Monoglobales	f__	g__	s__
MGYG-HGUT-01025	GUT_GENOME066938	GUT_GENOME066938	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG-HGUT-01026	GUT_GENOME067057	GUT_GENOME067057	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__
MGYG-HGUT-01027	GUT_GENOME067136	GUT_GENOME067136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-56	s__
MGYG-HGUT-01028	GUT_GENOME067425	GUT_GENOME067425	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UBA1777	s__
MGYG-HGUT-01029	GUT_GENOME067489	GUT_GENOME067489	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp000436335
MGYG-HGUT-01030	GUT_GENOME067546	GUT_GENOME067546	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__
MGYG-HGUT-01031	GUT_GENOME067844	GUT_GENOME067844	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__
MGYG-HGUT-01032	GUT_GENOME067866	GUT_GENOME067866	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__
MGYG-HGUT-01033	GUT_GENOME068461	GUT_GENOME068461	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__UBA1390;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA1390	g__UBA1390	s__
MGYG-HGUT-01034	GUT_GENOME068585	GUT_GENOME068585	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
MGYG-HGUT-01035	GUT_GENOME068652	GUT_GENOME068652	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_P	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E putida_P
MGYG-HGUT-01036	GUT_GENOME068725	GUT_GENOME068725	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-1031;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-1031	s__
MGYG-HGUT-01037	GUT_GENOME069104	GUT_GENOME069104	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089_A;s__DTU089_A sp002440045	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__DTU089_A	s__DTU089_A sp002440045
MGYG-HGUT-01038	GUT_GENOME069124	GUT_GENOME069124	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotellamassilia	s__
MGYG-HGUT-01039	GUT_GENOME069692	GUT_GENOME069692	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	s__
MGYG-HGUT-01040	GUT_GENOME069755	GUT_GENOME069755	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
MGYG-HGUT-01041	GUT_GENOME069863	GUT_GENOME069863	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-822	g__	s__
MGYG-HGUT-01042	GUT_GENOME070341	GUT_GENOME070341	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436595	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000436595
MGYG-HGUT-01043	GUT_GENOME070391	GUT_GENOME070391	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-611	g__CAG-877	s__
MGYG-HGUT-01044	GUT_GENOME070478	GUT_GENOME070478	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__
MGYG-HGUT-01045	GUT_GENOME070485	GUT_GENOME070485	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_M	s__
MGYG-HGUT-01046	GUT_GENOME070486	GUT_GENOME070486	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__
MGYG-HGUT-01047	GUT_GENOME070996	GUT_GENOME070996	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-878;s__	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-822	g__CAG-878	s__
MGYG-HGUT-01048	GUT_GENOME071017	GUT_GENOME071017	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UBA7057;s__	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-611	g__UBA7057	s__
MGYG-HGUT-01049	GUT_GENOME071027	GUT_GENOME071027	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UBA1777	s__
MGYG-HGUT-01050	GUT_GENOME071719	GUT_GENOME071719	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA1242;g__UBA11490;s__UBA11490 sp003524095	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__4C28d-15	f__UBA1242	g__UBA11490	s__UBA11490 sp003524095
